ACCOUNT_NAME,Sum_Sales,Date,QTY
"Pediatrix Medical Group, Inc.",1295,15/04/2015,
Fidelity Investments,5039,24/10/2020,
Income Insurance Limited,8267,01/08/2021,
"Amazon.com Services, Inc.",5039,26/02/2021,
PARIS 2024 COMITE D'ORGANISATION DES JEUX OLYMPIQUES ET PARALYMPIQUES (COJO),5720,20/09/2022,
Catalyst Commercial Inc,5195,29/12/2020,
Deakin University,161014,16/12/2023,
DC Entertainment,3995,31/08/2016,
HAKUHODO DY MEDIA PARTNERS INCORPORATED,4156,01/11/2019,
3M JAPAN LIMITED,7147,01/03/2020,
IAG GBS LIMITED,27961,13/10/2023,
Verizon Communications Inc.,4217,04/05/2021,
"Apollo Education Group, Inc.",5694,22/07/2016,
Merzenich-Bäckereien GmbH,7898,28/04/2022,
Specsavers Optical Group Limited,11434,10/10/2023,
"Franklin Templeton Companies, LLC",3995,25/09/2018,
"Prospect Medical Holdings, Inc.",4805,01/04/2021,
"Bausch Health US, LLC",4935,03/06/2024,
"Cargill, Incorporated",566778,29/06/2018,
KEOLIS,0,01/01/2019,
American College of Chest Physicians,2797,19/12/2017,
Alinta Energy,4331,11/01/2020,
Cogeco Connexion Inc,5653,20/09/2019,
Visma Consulting Oy,2500,19/05/2015,
"Foresight Roi, Inc.",4156,11/01/2022,
Caja Municipal de Ahorro y Crédito de Trujillo S.A.,8312,14/12/2022,
Publicis Media,304102,01/01/2021,
Unity Technologies SF,25456,01/04/2022,
HOK Group,7403,10/09/2023,
Robert Gordon University,4219,07/12/2023,
Ryder,5195,27/06/2017,
CPS Energy,256532,31/05/2024,
"Murad, LLC",16890,27/03/2022,
Aditya Birla Health Insurance Company Limited,0,04/08/2018,
Universal Studios LLC,10078,29/09/2018,
Prudential Holdings Ltd,13640,31/03/2019,
WEST ONE MUSIC GROUP LIMITED,4349,28/02/2023,
United Utilities Water Ltd,2458,24/11/2017,
"Fragomen, Del Rey, Bernsen & Loewy, LLP",7191,02/01/2018,
Savills (UK) Limited,4550,27/06/2024,
Heineken International B.V,5307,30/09/2022,
BATEEL INTERNATIONAL (L.L.C.),2996,20/03/2015,
LPL Financial LLC,3393,01/10/2017,
PNB MetLife,4156,15/06/2023,
Prognosesenteret AS,3145,26/09/2014,
American Greetings Corporation,3636,16/08/2021,
Fraunhofer Austria Research Gesellschaft mit beschränkter Haftung,6312,31/03/2021,
Siemens Gamesa Renewable Energy Inc,5195,12/02/2018,
"Turnover Intelligence, LLC",4676,13/06/2017,
SVZ MANAGEMENT SRL,4422,23/05/2022,
SM Energy Company,53004,15/12/2018,
Bank of America Corporation,899705,30/03/2019,
Vision Benefits of America,89957,13/12/2022,
TAKEDA PHARMACEUTICAL COMPANY LIMITED,3116,27/09/2016,
"Biotronik, Inc.",27280,31/07/2024,
Royal Haskoning DHV,77431,28/09/2022,
Ayla Oasis Development,3896,10/01/2023,
"Hot Topic, Inc.",1495,31/05/2016,
The Bank of New York Mellon Corporation,2704,25/11/2019,
Eli Lilly and Company - Saudi Arabia,4156,22/02/2019,
CARREFOUR VOYAGES,43875,15/06/2018,
OSRAM Opto Semiconductors Gesellschaft mit beschränkter Haftung,5384,21/12/2016,
Krispy Kreme UK and IRE,3214,20/01/2021,
The Irvine Company,19741,29/06/2022,
Merck Sharp & Dohme Corp.,23180,15/03/2021,
PT. UNITED CAN,4301,09/03/2024,
Rabobank,4197,09/10/2021,
Retail Alchemy,4500,17/03/2018,
"Crocs, Inc.",5091,28/07/2023,
"Masterworks Administrative Services, LLC",3637,03/06/2022,
"Husqvarna Construction Products North America, Inc.",10390,18/12/2021,
Grupo Fleury,8991,02/05/2016,
BNP Paribas Wealth Management,4852,15/04/2020,
RCR,15592,21/04/2018,
Johnson & Johnson,4268,13/03/2020,
"Frito-Lay North America, Inc.",5194,30/09/2016,
"Sg-2, LLC",61701,02/01/2017,
Nordea Bank AB,3944,10/07/2023,
GLY Construction Inc,26449,24/08/2022,
Cyient-Insights,4000,05/12/2014,
"Asbury Automotive Group, Inc.",10390,13/06/2024,
Winston & Strawn LLP,31880,19/01/2023,
DAMANA HOLDING W.L.L,4156,04/12/2022,
The Procter & Gamble Company,4922,25/06/2023,
Brunswick Corporation,200000,31/12/2014,
Healthpointe Solutions,89809,01/11/2019,
Onica Group LLC,0,02/04/2018,
Blue Cross and Blue Shield Association,35638,18/12/2021,
Cosan Lubrificantes e Especialidades S/A,2788,01/06/2021,
HID Global Corporation,5080,18/12/2019,
"Endo Pharmaceuticals, Inc.",5196,21/12/2019,
WALOR INTERNATIONAL,4940,24/10/2022,
"Beacon Health System, Inc.",4995,01/01/2015,
HELSINN BIREX PHARMACEUTICALS LIMITED,5158,31/08/2023,
Fresenius Medical Care,9351,01/03/2023,
Bank of Ayudhya Public Company,4416,01/08/2020,
Starbucks Coffee Asia Pacific Limited,6081,02/03/2021,
DRT BAGIMSIZ DENETIM VE SERBEST MUHASEBECI MALI MUSAVIRLIK ANONIM SIRKETI,2500,01/01/2018,
ABACUS SOFTWARE LIMITED,4104,20/12/2019,
Unilever PLC,5852,31/03/2018,
Movenpick Hotels & Resorts Management FZ LLC,3635,28/09/2016,
"Cox Automotive Corporate Services, LLC",158490,28/04/2020,
MUSCAT FINANCE SAOG,4935,31/03/2024,
"United Rentals, Inc.",4644,14/11/2023,
Sagesure Insurance Managers LLC,7637,17/02/2023,
"Amazon.com Services, Inc.",3969,11/02/2022,
Ploeger Logistics Harderwijk B.V.,2942,15/01/2021,
AIA SINGAPORE PRIVATE LIMITED,5137,27/05/2019,
Equifax Inc.,5593,21/08/2017,
Carnegie Mellon University,5195,28/06/2019,
Gerdau USA Inc.,9351,02/07/2022,
"Jones Lang LaSalle Americas, Inc.",9395,26/02/2021,
McLane Company,5195,16/02/2024,
Jagex Ltd,5030,07/03/2023,
GLAXOSMITHKLINE UK LTD,67186,30/03/2020,
Brookfield Asset Management Inc,12748,17/09/2022,
"ATI Holdings, LLC",20730,01/01/2017,
Queensland Health,16397,07/12/2020,
Antes Groep,2488,29/03/2016,
"Lima One Capital, LLC",3117,10/07/2020,
SIBANYE,105600,30/09/2023,
Wells Fargo & Company,85905,10/07/2018,
"Leeds Illuminate Advisors, LP",5195,06/10/2023,
ELI LILLY POLSKA SP Z O O,4074,01/11/2022,
"Black Stone Minerals, L.P.",54177,05/05/2023,
Quest Diagnostics Incorporated,3995,15/12/2017,
Stuart Olson Inc.,5660,01/09/2021,
"Swift Communications, Inc.",1295,16/01/2016,
SHELL INFORMATION TECHNOLOGY INTERNATIONAL LIMITED,7314,24/10/2022,
"FTI CONSULTING, INC.",4922,15/09/2023,
Equitable Financial Life Insurance Company,53593,15/12/2014,
ELAVON FINANCIAL SERVICES DESIGNATED ACTIVITY COMPANY,61201,18/09/2023,
Bank of America Corporation,6200,25/05/2018,
"PFU America, Inc.",24438,01/09/2022,
Cerum Dental Supplies Ltd,11762,15/07/2023,
CONTEXT World Limited,28238,01/06/2022,
"Swift Transportation Co. of Arizona, LLC",2961,01/03/2023,
INFOMART CORPORATION,3083,12/11/2022,
State of Idaho - Idaho Department of Health & Welfare,4464,01/11/2021,
"Amazon.com Services, Inc.",3938,23/06/2023,
ORGANON K.K.,3637,16/04/2021,
THE PRUDENTIAL INSURANCE COMPANY OF AMERICA,14884,27/09/2021,
El Paso Independent School District,3902,01/03/2019,
National Rural Utilities Cooperative Finance Corporation,25456,03/03/2022,
MONOPRIX,25975,23/07/2018,
SHELFWATCH UNLIMITED COMPANY,4670,20/06/2019,
"Amerilife Group, LLC",13247,04/01/2024,
Johnson & Johnson Portugal,3828,23/09/2018,
C&S Wholesale Grocers LLC,2500,18/07/2020,
The Museum of Modern Art,9356,01/05/2019,
"Jones Lang LaSalle Americas, Inc.",5195,02/02/2017,
PGGM N.V.,4639,18/10/2021,
Market Performance Group,3637,05/05/2021,
Synthes GmbH,4268,15/05/2020,
Roche Diagnostics Corporation,3995,24/10/2017,
Roche Diagnostics Corporation,182825,29/12/2014,
"Nike, Inc.",3379,17/08/2018,
Gatewood Wealth Solutions,3637,29/07/2021,
Global Bank Corporation,11689,22/05/2021,
4Africa Abaluleki (Pty).Ltd,4416,29/11/2023,
ASCENSIA DIABETES CARE FRANCE,5844,07/06/2018,
STATE STREET AUSTRALIA LTD,3118,01/02/2018,
AMITRA CAPITAL LIMITED,8551,29/03/2023,
"Energy Technologies, LLC (dba Enertech)",3325,24/08/2020,
Netshoes,12135,28/12/2019,
Quest Diagnostics Inc.,124379,30/09/2022,
R. L. Polk & Co.,4933,01/09/2021,
"AccuQuest Hearing Centers, Inc.",5194,01/09/2015,
"Marine Hydraulics International, LLC",5195,06/10/2021,
Toyota Motor Sales USA Inc,25196,11/12/2019,
Express Scripts Holding Company,75248,03/01/2020,
Marex Financial,248340,01/08/2024,
Itatiaia Móveis S/A,2788,06/09/2021,
United Fire & Casualty Co.,5632,08/06/2018,
VUR VILLAGE HOTELS & LEISURE LIMITED,3389,01/05/2022,
"Alaska Air Group, Inc",0,31/12/2017,
General Electric Capital Corporation,2425,01/02/2019,
EDF ENERGY PLC,6914,31/12/2020,
STATE STREET CORPORATE SERVICES MUMBAI PRIVATE LIMITED,4676,12/12/2022,
Anthony Nolan,1620,15/11/2016,
Verizon Communications Inc.,4217,16/03/2023,
Alberta Health Services,3500,13/06/2016,
"CHUBU ELECTRIC POWER CO.,INC.",69964,10/10/2022,
Liberty Specialty Markets Limited,41957,01/04/2021,
NBN CO LIMITED,24944,01/05/2018,
"Smith & Nephew, Inc.",9870,24/07/2019,
Laboratory Corporation of America Holdings,115017,30/06/2022,
BNY Mellon International Operations (India)Private Limited,5039,10/04/2019,
OLD MUTUAL (SOUTH AFRICA) LTD,4676,18/12/2019,
Honeywell International Inc.,4416,01/05/2018,
"Blueally Technology Solutions, LLC",3637,01/06/2023,
Hydro One Networks Inc,12238,31/05/2021,
Calligo,2326,31/12/2019,
i80 Group Specialtly Finance LP,0,29/03/2019,
Abercrombie & Fitch Management Co.,5195,20/06/2022,
AKT Receiving,0,27/07/2019,
CrossCountry Consulting LLC & Affiliates,9559,26/11/2023,
Verizon Communications Inc.,4184,09/05/2024,
Harvard Business School Publishing,3772,28/02/2018,
"Qorvo US, Inc.",5195,16/06/2023,
Goodfood Market Corp.,9880,22/12/2017,
Verizon Communications Inc.,4283,05/09/2019,
"RYOHIN KEIKAKU CO., LTD.",4459,15/10/2021,
REVLON INTERNATIONAL CORPORATION,3600,24/04/2018,
Hong Kong Tourism Board,13512,31/08/2022,
COLLABORATIVE PROCUREMENT PARTNERSHIP LLP,47322,02/09/2019,
Stichting PAMM,8409,23/12/2019,
AECOM,5039,09/05/2017,
LGC LIMITED,5359,01/01/2022,
"PepsiCo, Inc.",4676,31/08/2023,
InnoDATAve Solutions LLC,38995,15/12/2022,
Migros Bank AG,8449,01/10/2022,
Dia Group,2539,23/08/2021,
Oxford University Press,36068,17/12/2019,
Bendix Commercial Vehicle Systems LLC,4416,29/08/2022,
Dairy Australia,11057,16/04/2019,
VISTA RETAIL SUPPORT LTD,4854,24/03/2015,
"Clarion Events Usa, Inc.",3627,11/08/2022,
SAS VERLINGUE,337029,23/06/2024,
Baillie Gifford & Co.,16772,25/03/2024,
"CHSPSC, LLC",9870,29/03/2023,
Carnegie Mellon University,9829,18/12/2015,
Sterling Jewelers Inc.,59990,26/03/2015,
Davis Davis & Harmon LLC,7273,04/03/2024,
Raytheon Company,14027,01/11/2022,
PepsiCo,4184,28/12/2023,
OK CORPORATION,62822,04/01/2024,
Elo Participaç?es Ltda,53179,14/04/2024,
"Twig Technologies, LLC",5195,20/06/2022,
MS AMLIN CORPORATE SERVICES LTD,10658,01/01/2022,
Envision Experience,5195,30/01/2019,
The University of Hong Kong,4550,01/02/2024,
"Everbank, National Association",51950,19/12/2022,
Hummel A/S,5158,13/04/2024,
"Empire Value Advisors, L.L.C.",3091,10/06/2021,
Janssen Japan,3975,05/09/2019,
KRISPY KREME U.K. LTD,48278,01/12/2022,
Grocery Outlet Inc.,91798,20/12/2023,
"Turnkey, Inc.",595,01/09/2015,
Reed Exhibitions,5195,29/12/2017,
Optus Internet Pty Ltd,15093,30/10/2020,
Symphony Retail,7793,23/12/2022,
"David's Bridal, Inc.",4676,27/09/2019,
Laing O'Rourke,21147,18/06/2024,
KIMBERLY-CLARK AUSTRALIA PTY. LIMITED,12772,11/01/2022,
Therma LLC,18702,14/04/2021,
"Wells Fargo Bank, N.A.",5039,31/07/2020,
"Axcess Financial Services, Inc.",9682,30/06/2020,
Bromley Healthcare CIC Ltd,6566,11/12/2019,
SKIPTON BUILDING SOCIETY,5983,01/09/2017,
Thales AVS,6123,18/12/2021,
"HF MANAGEMENT SERVICES, LLC",91540,17/02/2023,
DaVita Inc.,4546,31/08/2022,
Murphy Land & Retail Services,1295,02/02/2016,
Sportsdirect.com Retail Ltd,16230,13/02/2017,
Petroledger Financial Services,7273,01/02/2023,
NKT Holding A/S,4596,30/05/2017,
ASR Real Estate B.V.,15278,21/11/2022,
Lincoln Financial Group,5039,08/02/2019,
Resolute (Somisy),4416,01/11/2020,
"Eigen X, LLC",11461,25/06/2022,
THE IRISH FARMERS ASSOCIATION,5520,01/07/2018,
"Charter Communications Operating, LLC",4961,20/11/2021,
Verizon Communications Inc.,4283,18/03/2021,
"Charter Communications Operating, LLC",65171,30/06/2022,
"Cox Automotive Corporate Services, LLC",114100,23/09/2018,
The Boeing Company,96985,01/01/2016,
Topgolf Callaway Brands Corp.,5195,24/03/2023,
"Medtronic, Inc.",4922,30/06/2023,
KRISPY KREME U.K. LTD,3454,29/07/2019,
"McDonald's Company Japan,Ltd",3077,14/12/2018,
Ryder,5194,01/08/2016,
Hong Kong Baptist University,13819,01/02/2022,
"ZENRIN CO., LTD.",9089,01/07/2024,
TVH Parts Holding NV,54829,01/07/2024,
San Francisco Fire Credit Union,60396,18/12/2023,
"Recruit Co., Ltd.",3261,01/04/2023,
Covermymeds LLC,5786,14/12/2018,
AIA COMPANY LIMITED,3896,22/03/2021,
First-Citizens Bank & Trust Company,44158,24/09/2020,
KEOLIS,4962,01/01/2020,
TBC Corporation,238920,25/07/2018,
"Aprio, LLP",0,19/02/2023,
Johnson & Johnson,32156,01/08/2019,
Aspiro AB,10390,29/07/2019,
Carrefour Hypermarches SAS,11793,30/09/2022,
STATE STREET CORPORATE SERVICES MUMBAI PRIVATE LIMITED,9611,01/09/2022,
African Bank,3533,02/08/2019,
"Pearson Education, Inc.",5195,31/07/2017,
Inka Solutions,4987,19/12/2020,
"DCP Operating Company, LP.",174208,15/06/2019,
Wells Fargo & Company,5039,15/12/2019,
Homeserve USA Corp,2451,04/12/2018,
Marina Bay Sands Pte. Ltd.,4685,29/10/2021,
Apple Inc.,14806,10/12/2022,
Avient Corporation,5195,30/09/2021,
"Verato, Inc.",4644,24/04/2019,
Archer-Daniels-Midland Company,1725,01/07/2023,
"Fusion Technologies, LLC",2500,21/08/2018,
SharePath,14285,31/08/2015,
"Growmark, Inc.",190370,15/03/2024,
Mosaic Fertilizantes do Brasil Ltda,3056,12/08/2019,
FINANCIAL CRIMES ENFORCEMENT NETWORK,9351,10/05/2021,
B£A¯EJ MELLER TECH RACE,5099,21/11/2023,
"Mercury Systems, Inc.",10390,30/12/2022,
Northrop Grumman Corporation,18702,16/07/2023,
Clarivate Analytics (compumark) Inc.,19845,31/10/2022,
Public Library of Charlotte and Mecklenburg County,4156,01/06/2023,
"Suds Creative, LLC",4676,27/10/2020,
"ZS Pharma, Inc.",4500,28/05/2017,
UNIVERSITY OF NOTTINGHAM (THE),1753,14/10/2016,
STADA Arzneimittel AG,2802,08/08/2019,
Champs Analytics Inc,2500,18/05/2015,
"Gunpowder & Sky, LLC",3396,30/11/2015,
Warburg Pincus LLC,4779,17/10/2023,
BIBBY FINANCIAL SERVICES LIMITED,9690,05/03/2018,
"CNO SERVICES, LLC",41560,16/03/2020,
T.G. LYNES LTD.,9266,17/10/2022,
APAX PARTNERS LLP,24061,20/11/2023,
Wintrust Financial Corporation,39000,31/03/2014,
GCP Applied Technologies,3117,23/02/2018,
F. Hoffmann-La Roche AG,106140,15/08/2022,
NANO HOME LOANS PTY LTD,8621,19/04/2021,
NoHo APC,13247,30/11/2023,
NETGEAR International Limited,12000,11/01/2018,
Janssen Japan,15581,13/04/2016,
Stryker Corporation,5195,11/02/2020,
HelloCode,12224,31/03/2019,
FWD GROUP MANAGEMENT HOLDINGS LIMITED,15273,17/01/2022,
Gtc Scotland,8180,23/07/2023,
RUFFER LLP,3283,03/12/2019,
Sarnova HC LLC,9871,27/08/2021,
COMPUTERSHARE TECHNOLOGY SERVICES PTY LTD,15831,30/09/2022,
Brunel University London,2244,03/03/2017,
"NCS Pearson, Inc",5195,27/09/2017,
Fisher Scientific Costa Rica de SRL,3818,15/03/2023,
"SHAW INDUSTRIES GROUP, INC.",5195,18/06/2021,
"US Foods, Inc.",4964,24/01/2020,
Raytheon Company,200465,01/01/2020,
URSAPHARM Arzneimittel GmbH,18059,03/12/2021,
Colliers New Zealand,0,08/07/2019,
SANDVIK MINING & CONSTRUCTION LOGISTICS LIMITED,22290,01/06/2024,
Proquire LLC,36000,20/06/2020,
Unilever R&D Port Sunlight,4716,04/10/2020,
UNIVERSITY OF SANTO TOMAS,82216,05/03/2024,
Airbus Bank GmbH,5425,30/09/2022,
Royal Bank Of Canada,5882,24/09/2022,
Agilos scrl,3125,01/06/2018,
FLO Analytics Inc.,14493,29/01/2022,
"UVNV, Inc.",7500,14/04/2017,
"Thompson, Habib & Denison, Inc.",16045,06/05/2022,
"Convergence Consulting Group, Inc.",2500,29/01/2018,
"Staples, Inc.",3986,19/05/2017,
Reynolds Consumer Products,15585,13/04/2021,
"Cambia Health Solutions, Inc.",60000,01/07/2017,
Kaiser Foundation Health Plan Inc.,11682,01/09/2019,
Ooredoo Kuwait,29980,01/03/2024,
"PepsiCo, Inc.",15113,01/12/2017,
Fidelity Investments,5039,27/03/2020,
Apple Inc.,16383,02/12/2018,
Royal Bank Of Canada,87901,17/11/2022,
PepsiCo,12552,21/12/2023,
"Madix, Inc.",21824,22/02/2023,
Oregon International Air Freight Company Inc,5195,11/02/2022,
DB Systel GmbH,49812,19/12/2017,
"Indeed, Inc.",79483,14/06/2023,
Blake Houghton,0,10/01/2017,
"Oldcastle Infrastructure, Inc.",17763,18/01/2023,
University of Greenwich,5852,16/09/2018,
Kuehne + Nagel Management AG,5720,16/09/2022,
"The Physician Alliance, LLC",4195,13/01/2018,
Fractal Analytics Private Limited,3701,02/08/2022,
SEI GLOBAL SERVICES INC,60021,09/01/2023,
"Amazon.com Services, Inc.",7938,10/12/2021,
OSL Retail Services Inc,4103,30/04/2019,
"Bluescope Buildings North America, Inc.",5195,01/10/2022,
"STelligence Co., Ltd.",2500,01/07/2018,
"Mitsubishi Heavy Industries, Ltd.",7236,11/08/2017,
"Gfk Custom Research, LLC",17997,01/03/2014,
MPG Operations LLC,5195,06/04/2021,
"Hitachi Astemo Americas, Inc.",147500,12/12/2022,
Fraunhofer Austria Research Gesellschaft mit beschränkter Haftung,5897,21/04/2022,
"Koch Capabilities, LLC",35477,01/07/2021,
Leidos,4676,01/07/2024,
"Amazon.com Services, Inc.",1743,27/12/2023,
Novo Nordisk A/S,20255,25/08/2017,
CSC BRASIL,2500,18/02/2016,
Energisa Minas Gerais - Distribuidora de Energia S/A,23415,30/09/2023,
Fidelity Investments,3875,15/03/2018,
Singapore Food Agency,2972,01/09/2022,
Chanel Limited - HK,3583,27/12/2017,
U.S. Bank National Association,19945,19/04/2024,
Sig Sauer Inc.,5195,21/10/2021,
Certimin S.A.,4156,30/05/2023,
Sanmina Corporation,20157,01/10/2022,
"OSI RESTAURANT PARTNERS, LLC",43664,15/05/2022,
"TTPC, LLC",5195,21/06/2023,
"Charles Schwab & Co., Inc.",385000,17/11/2016,
PRIMEDIA (PTY) LTD,4935,01/03/2019,
Fidelity Investments,4892,12/02/2022,
Super Retail Group Services Pty Ltd,4682,02/03/2020,
Kamada,3312,01/01/2022,
"Hilco, Inc.",4883,19/05/2020,
REFINERE INC,3637,05/02/2021,
"DIRECTV, LLC",13247,30/09/2021,
Fundry LLC,5195,23/02/2019,
The North Highland Company LLC,15585,16/11/2023,
BNP Paribas Corporate and Institutional Banking,3304,06/12/2021,
United Utilities Water Ltd,3297,31/08/2020,
STATES OF JERSEY,12913,02/01/2021,
Pure Barre,13516,21/06/2018,
The E W Scripps Company,10390,20/09/2023,
Deloitte LLP,6235,03/09/2018,
VMware LLC,10078,30/04/2019,
Royal Canadian Mounted Police,9179,16/03/2021,
JUST EAT HOLDING LIMITED,5609,04/03/2021,
Space Needle,5195,10/03/2017,
Socialclimb LLC,4416,30/04/2024,
Danmarks Radio,4418,01/06/2021,
Eco Material Technologies Inc.,5195,21/11/2022,
Bristol Bay Native Corporation,6234,15/04/2020,
"Siemens Energy, Inc.",5039,27/01/2019,
Cramer-Krasselt,4414,04/10/2016,
Deloitte Statsautoriseret Revisionspartnerselskab,1802,08/11/2018,
Pfizer Inc.,16604,12/11/2018,
ARLO TECHNOLOGIES INTERNATIONAL LIMITED,9808,09/10/2020,
"ZENHOREN CO.,LTD.",3264,24/11/2023,
Reladyne Inc.,10390,09/09/2021,
Cambrian Credit Union Limited,5195,31/12/2017,
EDF ENERGY PLC,21600,03/05/2021,
"Emerson Ecologics, LLC",16890,26/06/2021,
Marcus & Millichap Real Estate Brokerage,18609,19/02/2016,
"Vueling Airlines, S.A.",67169,29/03/2021,
"TopBuild Support Services, Inc.",44096,18/03/2024,
Datassential,9854,19/05/2020,
"Christiana Care Health Services, Inc.",16745,05/03/2018,
Citizens Bank N.A,5195,18/01/2019,
University of Minnesota,4676,24/09/2020,
OLD MUTUAL (SOUTH AFRICA) LTD,3533,01/09/2020,
THE SAUDI NATIONAL BANK,94455,19/07/2020,
ToolBelt Data,3637,29/05/2022,
BAYER S.A (Argentina),38698,14/02/2024,
"AVI-SPL, Inc.",5174,01/09/2016,
Wright Health Group Limited,-3448,28/10/2023,
TOTO LTD.,3090,01/07/2023,
Integrity Marketing Group LLC,3455,27/08/2021,
Verizon Communications Inc.,4283,07/02/2020,
PNC Bank,5039,22/12/2020,
"Mercedes-Benz USA, LLC",5195,01/10/2021,
GAIN CAPITAL UK LIMITED,5852,16/04/2018,
Blue Cross and Blue Shield Kansas City,249666,31/12/2019,
"Lytx, Inc.",4935,01/08/2022,
STANDARD CHARTERED GLOBAL BUSINESS SERVICES PRIVATE LIMITED,4676,02/04/2021,
AbsolutData Research & Analytics Solutions Pvt. Ltd.,4156,30/12/2019,
Johnson & Johnson,3868,17/02/2017,
Seagate Technology LLC,9870,30/11/2017,
Stephen Howard,19997,28/12/2015,
Moneycorp,50695,20/03/2021,
City of Tallahassee,12647,20/11/2020,
Carrefour Management,15750,15/06/2015,
Lennox International Inc.,6144,30/11/2017,
"Cardinal Health, Inc.",29336,09/09/2016,
Equifax Inc.,927414,01/01/2023,
Starbucks Corporation,250000,23/12/2014,
Cronos Group Inc,5905,25/03/2020,
Tk Elevator Corporation,30547,15/07/2022,
Mercedes-Benz Group AG,21772,01/04/2024,
"Inovalon, Inc.",29612,16/01/2023,
Pepsico Consulting Polska Sp. z o.,5538,23/03/2020,
Energy Intelligence Group Inc,0,07/05/2023,
"Marsh & McLennan Companies, Inc.",11749,23/08/2022,
Optum,3995,13/10/2018,
Callcredit Limited,4553,11/05/2018,
CBRE PTY LIMITED,4726,16/09/2019,
CFGI,3637,10/09/2021,
MACE LIMITED,10507,24/09/2023,
"Wells Fargo Bank, N.A.",3013,24/11/2022,
JAJA FINANCE LTD,6688,25/01/2023,
Fully Accountable,7990,22/06/2016,
"Mannington Mills, Inc.",32965,30/09/2017,
"Capital One Services, LLC",79830,15/12/2021,
"Keogh Law, Ltd.",5195,29/12/2021,
Evi Holding B.V.,3819,19/12/2022,
Telefonica Brasil SA,3956,19/01/2024,
Libereco LLC,3637,04/03/2022,
EXIM BANK,5195,28/09/2022,
B.Good LLC,44708,26/12/2016,
IAG CARGO LIMITED,4355,21/12/2022,
